    -1.181    -0.344    -0.052     1.484    -0.138     0.982    -1.043    -0.669    -0.897    -0.563     0.416     0.234    -0.265     0.483     0.349    -0.244     0.021     0.000     0.000     0.000     0.068     0.002     0.908     7.000     1.042    107
     0.806     0.625    -0.052     0.475    -0.138     0.982     0.976     1.343     1.085     0.474     0.239     0.622     0.778     0.600     0.629     0.895     0.003     0.540     0.455     0.002     0.000     0.000     0.000     2.000     0.763    108
     0.806     0.625    -1.084    -0.533    -0.138    -0.954     1.985     1.343     2.077     2.550    -0.222     0.788     0.982    -0.185     0.622     0.641     0.001     0.007     0.688     0.304     0.000     0.000     0.000     3.000     1.289    109
    -0.188    -0.344    -1.084    -0.533    -1.346     1.949    -1.043    -0.669     1.085    -1.601    -0.199    -0.427    -0.002    -0.175    -0.552     0.230     0.708     0.000     0.017     0.000     0.120     0.153     0.002     1.000     2.432    110
    -0.188     0.625    -0.052     0.475    -0.138     0.982    -0.034     0.337    -0.897    -0.563     0.224     0.129    -0.068     0.483     0.349    -0.244     0.270     0.006     0.066     0.000     0.003     0.047     0.607     7.000     0.616    111
     0.806    -0.344     0.981     1.484    -1.346     0.982     0.976         *     1.085     1.512     0.592     0.627     0.890     0.600     0.629     0.895     0.001     0.988     0.009     0.000     0.000     0.000     0.002     2.000     2.046    112
    -0.188    -0.344    -1.084    -0.533    -1.346    -0.954    -0.034    -0.669    -0.897     0.474    -0.254    -0.324    -0.543    -0.260    -1.062    -0.693     0.119     0.000     0.001     0.000     0.453     0.425     0.002     5.000     1.253    113
     0.806     0.625     0.981     2.493    -1.346     0.982     0.976     1.343     1.085     1.512     0.600     0.629     0.895     0.600     0.629     0.895     0.000     1.000     0.000     0.000     0.000     0.000     0.000     2.000     1.327    114
    -0.188    -1.314     0.981     1.484    -0.138     0.014    -1.043     0.337     0.094    -0.563     0.460     0.317    -0.231     0.483     0.349    -0.244     0.028     0.001     0.000     0.000     0.005     0.000     0.966     7.000     1.250    115
     0.806     0.625     0.981     0.475     1.071     0.014     0.976     1.343     0.094     1.512     0.493     0.624     0.856     0.600     0.629     0.895     0.002     0.861     0.134     0.000     0.000     0.000     0.004     2.000     1.356    116
    -1.181    -1.314    -0.052    -1.542    -0.138     0.982    -1.043     0.337     1.085    -0.563    -0.183    -0.596     0.147    -0.175    -0.552     0.230     0.908     0.000     0.001     0.000     0.090     0.001     0.000     1.000     0.966    117
     0.806    -1.314     0.981     1.484     2.279    -1.922    -2.053    -0.669    -0.897    -1.601     0.476     0.342    -0.247     0.483     0.349    -0.244     0.000     0.000     0.000     0.000     0.006     0.003     0.991     7.000     1.438    118
    -0.188     0.625     0.981     0.475    -0.138     0.982     0.976     0.337     1.085     0.474     0.242     0.518     0.725     0.600     0.629     0.895     0.088     0.528     0.367     0.000     0.000     0.000     0.016     2.000     1.313    119
    -0.188     1.595    -1.084    -0.533    -0.138    -0.954    -1.043    -0.669    -0.897    -0.563    -0.272     0.505    -0.602    -0.274     0.521    -0.603     0.001     0.000     0.000     0.000     0.010     0.987     0.002     6.000     0.853    120
     0.806    -0.344     2.013     1.484    -1.346     0.014    -1.043     0.337     0.094    -0.563     0.481     0.349    -0.240     0.483     0.349    -0.244     0.001     0.003     0.000     0.000     0.000     0.001     0.994     7.000     1.290    121
     0.806    -0.344     0.981     0.475     1.071    -0.954    -1.043     1.343    -0.897    -0.563     0.452     0.338    -0.242     0.483     0.349    -0.244     0.016     0.001     0.002     0.000     0.001     0.024     0.956     7.000     0.853    122
     0.806     0.625    -0.052     0.475    -1.346     0.982     0.976     1.343     1.085     1.512     0.085     0.631     0.747    -0.185     0.622     0.641     0.002     0.346     0.635     0.017     0.000     0.000     0.000     3.000     1.017    123
    -0.188    -0.344    -0.052     0.475     2.279     0.982    -0.034     1.343     1.085     1.512     0.513     0.583     0.849     0.600     0.629     0.895     0.038     0.887     0.073     0.000     0.000     0.000     0.002     2.000     0.966    124
    -0.188    -0.344    -0.052     0.475     1.071     0.014    -0.034     0.337     0.094     0.474     0.085    -0.141     0.078    -0.175    -0.552     0.230     0.559     0.020     0.041     0.000     0.003     0.004     0.373     1.000     1.313    125
     0.806    -0.344     0.981     0.475     1.071     0.982    -0.034    -1.676     0.094     0.474     0.452     0.338    -0.242     0.483     0.349    -0.244     0.016     0.001     0.002     0.000     0.001     0.024     0.956     7.000     0.589    126
    -1.181    -1.314    -1.084    -0.533    -0.138     0.014    -0.034    -0.669     0.094    -0.563    -0.243    -0.956    -0.511    -0.260    -1.062    -0.693     0.197     0.000     0.000     0.000     0.799     0.003     0.000     5.000     2.432    127
    -0.188    -1.314     0.981    -0.533    -0.138     0.982    -1.043     0.337    -0.897    -0.563    -0.198    -0.667    -0.078    -0.175    -0.552     0.230     0.656     0.000     0.002     0.000     0.305     0.028     0.009     1.000     0.594    128
    -0.188    -1.314    -0.052    -0.533     1.071     0.982    -0.034     0.337     0.094     0.474    -0.174    -0.524     0.236    -0.175    -0.552     0.230     0.971     0.000     0.024     0.000     0.004     0.001     0.001     1.000     0.966    129
    -0.188    -0.344     0.981     0.475     1.071     0.014    -0.034     1.343     0.094     1.512     0.268     0.278     0.616     0.600     0.629     0.895     0.285     0.531     0.135     0.000     0.000     0.000     0.048     2.000     1.356    130
    -0.188     0.625     0.981     0.475    -1.346     0.982    -0.034     1.343     1.085     1.512     0.164     0.578     0.737    -0.185     0.622     0.641     0.040     0.444     0.515     0.000     0.000     0.000     0.001     3.000     1.327    131
     0.806    -0.344     0.981     1.484     1.071    -0.954    -0.034     0.337    -0.897    -0.563     0.482     0.349    -0.243     0.483     0.349    -0.244     0.000     0.001     0.000     0.000     0.000     0.000     0.999     7.000     2.148    132
     0.806    -0.344    -0.052     0.475     2.279     0.014    -0.034     1.343     0.094     0.474     0.391     0.491     0.588     0.600     0.629     0.895     0.070     0.570     0.169     0.000     0.000     0.000     0.191     2.000     2.148    133
    -0.188    -0.344     0.981     0.475     1.071     0.982    -0.034     0.337     1.085     1.512     0.314     0.350     0.675     0.600     0.629     0.895     0.228     0.606     0.135     0.000     0.000     0.000     0.030     2.000     1.042    134
